,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,date_recorded_year,date_recorded_month,date_recorded_day,date_recorded_weekday,amount_per_man,age,date_recorded_year_date_recorded_month_0_fq,date_recorded_year_date_recorded_month_1_fq,date_recorded_year_date_recorded_month_2_fq,basin_0_fq,basin_1_fq,basin_2_fq,lga_0_fq,lga_1_fq,lga_2_fq,extraction_type_class_0_fq,extraction_type_class_1_fq,extraction_type_class_2_fq,region_0_fq,region_1_fq,region_2_fq,management_0_fq,management_1_fq,management_2_fq,ward_0_fq,ward_1_fq,ward_2_fq,scheme_name_0_fq,scheme_name_1_fq,scheme_name_2_fq,region_code_0_fq,region_code_1_fq,region_code_2_fq,extraction_type_0_fq,extraction_type_1_fq,extraction_type_2_fq,construction_year_0_fq,construction_year_1_fq,construction_year_2_fq,date_recorded_year_0_fq,date_recorded_year_1_fq,date_recorded_year_2_fq,date_recorded_month_0_fq,date_recorded_month_1_fq,date_recorded_month_2_fq
59082,0.0,2011-07-12,Ded,0,DED,31.71591652,-2.52355352,Zahanati,0,Lake Victoria,Mahakama,Kagera,18,8,Chato,Nyamirembe,0,True,VWC,Mapinduzi,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,2011,7,12,1,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29638,500.0,2011-04-18,Rcchurch/cefa,1579,RCchurch/CEFA,35.1450205,-9.25615946,Sokoni,0,Rufiji,Majengo,Iringa,11,4,Njombe,Lupembe,125,True,WUA,matembwe water supply schem,True,1975,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,2011,4,18,0,4.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39194,0.0,2013-03-19,Government Of Tanzania,1065,DWE,36.79941462,-3.45533224,Upendo,0,Pangani,Upendo,Arusha,2,2,Arusha Rural,Mlangarini,150,True,VWC,Machumba estate pipe line,True,1988,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,2013,3,19,1,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9989,0.0,2012-10-10,Rural Water Supply And Sanitat,0,DWE,32.08767885,-3.5673555,Nasihukulu,0,Lake Tanganyika,Nasihukulu Centre,Shinyanga,17,5,Bukombe,Bukombe,0,True,WUG,Unknown,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,2012,10,10,2,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51135,50.0,2013-01-24,Finw,358,FinW,39.47455458,-10.88768046,Tandale,0,Ruvuma / Southern Coast,Tandale,Mtwara,9,4,Tandahimba,Mkundi,1,True,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,2013,1,24,3,50.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58331,0.0,2011-07-15,Oxfam,0,OXFAM,30.82072771,-2.56390984,Baramba Sec School,0,Lake Victoria,K9,Kagera,18,30,Ngara,Rusumo,0,False,VWC,Unknown,False,0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,dry,dry,spring,spring,groundwater,communal standpipe multiple,communal standpipe,2011,7,15,4,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48448,0.0,2011-07-28,He,0,HE,31.56618613,-1.67222232,Nyakatoke,0,Lake Victoria,Bushegeshe,Kagera,18,3,Muleba,Buganguzi,0,True,VWC,Unknown,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,2011,7,28,3,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10185,0.0,2013-02-06,Fin Water,361,FIN WATER,38.39427424,-10.98315107,Kwa Rumeni 2,0,Ruvuma / Southern Coast,Mwambani,Mtwara,90,63,Nanyumbu,Nangomba,50,True,VWC,Unknown,True,1978,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,2013,2,6,2,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45228,0.0,2013-02-15,World Bank,182,Artisan,38.99386369,-8.47380696,Kwatundubile,0,Rufiji,Nkumule,Lindi,80,13,Kilwa,Kipatimu,222,True,Unknown,Unknown,True,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2013,2,15,4,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26731,0.0,2011-07-25,Kkkt,0,DWE,30.90811957,-1.39119561,Kwamagambo,0,Lake Victoria,Nyakagera,Kagera,18,1,Karagwe,Kimuli,0,True,VWC,Nyakagera  water,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,2011,7,25,0,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22492,0.0,2011-07-18,Unknown,0,Unknown,33.77004021,-9.15699179,Ofisi Ya Kijiji,0,Lake Nyasa,Ikama,Mbeya,12,4,Rungwe,Kandete,0,True,VWC,M,Unknown,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2011,7,18,0,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24188,0.0,2011-04-09,Unknown,0,Unknown,33.83415057,-9.29170251,Suba,0,Lake Nyasa,Suba,Mbeya,12,4,Rungwe,Lupata,0,True,VWC,K,Unknown,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,4,9,5,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200,0.0,2013-02-05,Fini Water,-35,Fini Water,40.22527252,-10.32387382,Chihiko Shuleni,0,Ruvuma / Southern Coast,Mtawanya Chihiko,Mtwara,9,5,Mtwara Urban,Likombe,360,True,Unknown,Unknown,False,1988,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,2013,2,5,1,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50954,3000.0,2011-03-16,Roman,1092,wanan,35.09303911,-9.87539242,none,0,Lake Nyasa,Mavanga,Iringa,11,5,Ludewa,Mavanga,178,True,VWC,Roman,False,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,16,2,16.853932584269664,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4865,0.0,2011-03-10,Government Of Tanzania,0,Gover,36.38953947,-6.36948432,Kwa Masambuli,0,Wami / Ruvu,Ugogoni,Dodoma,1,1,Mpwapwa,Mazae,0,True,VWC,Iyom,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,10,3,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49342,50.0,2011-02-25,Finland,95,DWE,38.85906946,-6.78166246,Ccm Office,1,Wami / Ruvu,Kigero,Pwani,6,2,Kibaha,Soga,100,True,VWC,Upper Ruvu,True,1986,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,2011,2,25,4,0.5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7375,0.0,2013-03-15,Tasaf,1129,MWE,35.65236779999999,-10.69528448,Kwa Limka,0,Ruvuma / Southern Coast,Ruvuma Juu,Ruvuma,10,4,Songea Urban,Ruvuma,0,False,Other,Unknown,True,2008,india mark ii,india mark ii,handpump,other,other,pay when scheme fails,on failure,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,2013,3,15,4,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6003,0.0,2012-10-20,Tcrs,0,TCRS,32.26519061,-4.66922873,Getini,0,Lake Tanganyika,Barabara 1A,Tabora,14,4,Urambo,Milambo,0,True,VWC,Unknown,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,2012,10,20,5,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48411,0.0,2011-08-05,Hesawa,0,Unknown,33.10623947,-2.91045698,none,0,Lake Victoria,Lubuga,Mwanza,19,7,Missungwi,Missungwi,0,Unknown,VWC,Unknown,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,unknown,unknown,unknown,unknown,shallow well,shallow well,groundwater,hand pump,hand pump,2011,8,5,4,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22756,0.0,2013-03-18,Government Of Tanzania,977,RWE,36.86594405,-3.47486843,Karangai Primary School,0,Pangani,Mtoni,Arusha,2,7,Meru,Kikwe,350,True,WUA,Tengeru gravity water supply,True,1974,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,2013,3,18,0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38699,0.0,2013-03-19,Government Of Tanzania,1057,DWE,36.7955975,-3.45725045,Kwa Benjamini,0,Pangani,Upendo,Arusha,2,2,Arusha Rural,Mlangarini,150,True,VWC,Machumba estate pipe line,True,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,2013,3,19,1,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25433,0.0,2011-04-22,Kkkt,0,KKKT,32.92314631,-9.24478354,Mwazembe,0,Lake Nyasa,Ibaba,Mbeya,12,6,Mbozi,Isandula,0,True,VWC,Unknown,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,4,22,4,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53851,0.0,2011-04-13,Unknown,0,Unknown,33.83020902,-9.24999734,Danida A,0,Lake Nyasa,Kitali,Mbeya,12,4,Rungwe,Lwangwa,0,True,VWC,D,Unknown,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,4,13,2,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59155,500.0,2013-01-27,Government Of Tanzania,1505,DWE,30.18138642,-4.38852974,Kwa Kondo,0,Lake Tanganyika,Kibwigwa A,Kigoma,16,2,Kasulu,Nyamnyusi,845,True,Water authority,Kishiha,True,2008,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,2013,1,27,6,0.591715976331361,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55040,50.0,2011-03-07,Ruthe,1426,Ruthe,35.63337015,-7.7146811,none,0,Rufiji,Kidete,Iringa,11,1,Iringa Rural,Kiwere,1,True,VWC,Kiwele,True,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,7,0,50.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15889,0.0,2011-03-14,Roman,1405,Roman,34.93491152,-9.86104046,none,0,Lake Nyasa,Mnyusi A,Iringa,11,5,Ludewa,Mundindi,350,True,VWC,Roman,False,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,14,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27607,0.0,2013-01-16,Ministry Of Water,901,Wizara ya maji,34.94801414,-5.94003047,Karibu Na Ofisi Ya Kijiji,0,Internal,Wezaa,Singida,13,3,Manyoni,Sasajila,360,Unknown,VWC,Riftvalley Project water supply,False,1978,mono,mono,motorpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,2013,1,16,2,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53128,0.0,2013-03-17,0,12,0,39.33593292,-6.89800141,Kwa Hamza,0,Wami / Ruvu,Kwa Hamza,Dar es Salaam,7,3,Temeke,Kibada,90,True,SWC,Unknown,False,2000,other,other,other,other - school,other,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,2013,3,17,6,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11046,0.0,2013-03-24,Government Of Tanzania,1369,DWE,37.51365979,-3.29058149,Kwa Henry Maliale,0,Pangani,Moori,Kilimanjaro,3,4,Moshi Rural,Marangu Mashariki,1,False,VWC,Marangu baraza,True,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,2013,3,24,6,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42180,0.0,2013-05-03,Adra,1322,Adra /Community,36.90790628,-3.31582967,Josephat Nko,0,Pangani,Msamanene,Arusha,2,7,Meru,Maji ya Chai,120,True,VWC,Maambreni gravity water supply,True,2003,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,2013,5,3,4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52669,0.0,2011-07-25,Hesawa,0,Hesawa,0.0,-2e-08,Bombani,0,Lake Victoria,K.Center,Mwanza,19,6,Geita,Kamhanga,0,True,VWC,Unknown,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,2011,7,25,0,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57104,0.0,2011-07-07,He,0,HE,31.64219841,-1.8688939,Mlema,0,Lake Victoria,Busindi,Kagera,18,3,Muleba,Magata/Karutanga,0,True,VWC,Unknown,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,2011,7,7,3,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32202,0.0,2011-03-11,Amref,30,AMREF,39.27881970000001,-7.18056769,Kwa Selungwi,0,Wami / Ruvu,Msorwa,Pwani,6,4,Mkuranga,Mbezi,150,True,VWC,Unknown,False,2002,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,2011,3,11,4,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59077,0.0,2013-03-04,Unknown,1497,Unknown,34.73055855,-4.57195663,Msaghaa,0,Internal,Jamhuri,Singida,13,2,Singida Rural,Ughandi,1,True,VWC,U,Unknown,2010,mono,mono,motorpump,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,2013,3,4,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7360,0.0,2011-02-23,Government Of Tanzania,87,DDCA,38.75071652,-6.90207216,Njenje,0,Wami / Ruvu,Malangalanga,Pwani,6,3,Kisarawe,Vihingo,800,True,VWC,Maji Coast(Ruvu ),False,1978,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2011,2,23,2,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19221,0.0,2012-10-15,African Muslim Agency,0,Africa Islamic Agency Tanzania,31.75937981,-5.24139724,Shuleni,0,Lake Tanganyika,Nyerere,Tabora,14,4,Urambo,Ukumbisiganga,0,True,VWC,Unknown,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,2012,10,15,0,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26862,250.0,2013-02-03,Oxfarm,1538,OXFARM,29.79534963,-4.52419649,Kwa Joseph,0,Lake Tanganyika,Mbwere,Kigoma,16,2,Kigoma Rural,Mkigo,360,True,Water authority,Mroroma,True,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,2013,2,3,6,0.6944444444444444,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51746,0.0,2011-03-22,Tanza,342,DWE,37.88973099,-6.86328713,Shuleni,0,Wami / Ruvu,Shuleni,Morogoro,5,2,Morogoro Rural,Kiroka,1,True,VWC,Unknown,True,1972,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,other,other,2011,3,22,1,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
